ecue;E10;;;ecu.e010
ecue;E15;;;ecu.e015
ecue;E20;;;ecu.e020
ecue;E20C;;;ecu.e020c
ecue;E25;;;ecu.e025
ecue;E28;;;ecu.e028
ecue;E28A;;;ecu.e028a
ecue;E28B;;;ecu.e028b
ecue;E28C;;;ecu.e028c
ecue;E28D;;;ecu.e028d
ecue;E30;;;ecu.e030
ecue;E35;;;ecu.e035
ecue;E38;;;ecu.e038
ecue;E38;;El Carmen;ecu.e038car
ecue;E39;;;ecu.e039
ecue;E39A;;;ecu.e039a
ecue;E40;;;ecu.e040
ecue;E45;;;ecu.e045
ecue;E45;;Tundayme;ecu.e045tun
ecue;E45A;;;ecu.e045a
ecue;E45A;;Shushufindi;ecu.e045ashu
ecue;E46;;;ecu.e046
ecue;E47;;;ecu.e047
ecue;E48;;;ecu.e048
ecue;E49;;;ecu.e049
ecue;E49A;;;ecu.e049a
ecue;E50;;;ecu.e050
ecue;E58;;;ecu.e058
ecue;E59;;;ecu.e059
ecue;E68;;;ecu.e068
ecue;E69;;;ecu.e069
ecue;E182;;;ecu.e182
ecue;E186;;;ecu.e186
ecue;E187;;;ecu.e187
ecue;E282;;;ecu.e282
ecue;E283;;;ecu.e283
ecue;E285;;;ecu.e285
ecue;E304;;;ecu.e304
ecue;E381;;;ecu.e381
ecue;E382;;;ecu.e382
ecue;E383;;;ecu.e383
ecue;E383A;;;ecu.e383a
ecue;E384;;;ecu.e384
ecue;E385;;;ecu.e385
ecue;E386;;;ecu.e386
ecue;E387;;;ecu.e387
ecue;E436;;Puerto Napo;ecu.e436
ecue;E436;;Ahuano;ecu.e436ahu
ecue;E462B;;;ecu.e462b
ecue;E481;;;ecu.e481
ecue;E482;;;ecu.e482
ecue;E482;;La Pila;ecu.e482pil
ecue;E483;;;ecu.e483
ecue;E484;;;ecu.e484
ecue;E485;;;ecu.e485
ecue;E486;;;ecu.e486
ecue;E486A;;;ecu.e486a
ecue;E487;;;ecu.e487
ecue;E488;;;ecu.e488
ecue;E489;;;ecu.e489
ecue;E490;;;ecu.e490
ecue;E491;;;ecu.e491
ecue;E492;;;ecu.e492
ecue;E492A;;Calpi;ecu.e492acal
ecue;E492A;;El Arenal;ecu.e492a
ecue;E494;;;ecu.e494
ecue;E495;;;ecu.e495
ecue;E547;;;ecu.e547
ecue;E582;;;ecu.e582
ecue;E583;;;ecu.e583
ecue;E584;;;ecu.e584
ecue;E585;;;ecu.e585
ecue;E594;;;ecu.e594
ecue;E682;;;ecu.e682
